cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
PYF,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,2012,Europe & Central Asia,ECA,Romania,ROU,2012,national,,,,consumption,,,2.15,0,0,0,0,10.3947,9.2479,,,,,,,,,,,,,,,1.805,20058035,8234.3053,5196.7944,FALSE,micro,survey
RUS,2012,Europe & Central Asia,ECA,Russian Federation,RUS,2012,national,,,,consumption,,,2.15,3e-04,1e-04,0,1e-04,25.1072,18.0596,,,,,,,,,,,,,,,25.2183,143201721,9475.6904,5163.2422,FALSE,micro,survey
RWA,2012,Sub-Saharan Africa,SSA,Rwanda,RWA,2012,national,,,,consumption,,,2.15,0.5639,0.2081,0.1007,0.2953,3.0176,1.9361,,,,,,,,,,,,,,,293.705,10840334,651.2338,511.8734,TRUE,micro,interpolation
SAU,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,2012,Sub-Saharan Africa,SSA,Sudan,SDN,2012,national,,,,consumption,,,2.15,0.1701,0.0434,0.0168,0.0568,4.5718,3.677,,,,,,,,,,,,,,,6.464,35159792,2222.7017,1710.1146,TRUE,micro,interpolation
SEN,2012,Sub-Saharan Africa,SSA,Senegal,SEN,2012,national,,,,consumption,,,2.15,0.3926,0.1329,0.0618,0.189,3.4685,2.5759,,,,,,,,,,,,,,,238.5777,13231833,1160.9175,860.848,TRUE,micro,interpolation
SGP,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,2012,East Asia & Pacific,EAP,Solomon Islands,SLB,2012,national,,,,consumption,,,2.15,0.2816,0.0813,0.0344,0.1097,4.0036,3.041,,,,,,,,,,,,,,,7.7144,567763,2127.7021,1343.261,TRUE,micro,interpolation
SLE,2012,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2012,national,,,,consumption,,,2.15,0.2986,0.0741,0.0273,0.0951,3.6266,2.8407,,,,,,,,,,,,,,,2128.5188,6788587,622.2568,577.0855,TRUE,micro,interpolation
SLV,2012,Latin America & Caribbean,LAC,El Salvador,SLV,2012,national,,,,income,,,2.15,0.0464,0.0112,0.0041,0.0141,9.8774,7.2051,,,,,,,,,,,,,,,0.515,6161289,3572.6714,3042.5626,FALSE,micro,survey
SMR,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,2012,Europe & Central Asia,ECA,Serbia,SRB,2012,national,,,,income,,,2.15,0.0534,0.0293,0.0227,0.0231,14.2065,11.563,,,,,,,,,,,,,,,47.9923,7199077,5343.5788,4061.2018,FALSE,micro,survey
SSD,2012,Sub-Saharan Africa,SSA,South Sudan,SSD,2012,national,,,,consumption,,,2.15,0.586,0.2772,0.1678,0.4669,2.5335,1.7928,,,,,,,,,,,,,,,34.92,10701604,1123.0686,,TRUE,mixed,interpolation
STP,2012,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2012,national,,,,consumption,,,2.15,0.2202,0.0529,0.0195,0.0679,4.1185,3.3245,,,,,,,,,,,,,,,11.4289,189924,1434.0336,,TRUE,micro,interpolation
SUR,2012,Latin America & Caribbean,LAC,Suriname,SUR,2012,urban,,,,income,,,2.15,0.1535,0.1251,0.1177,0.0387,19.8227,12.3318,,,,,,,,,,,,,,,2.9343,369514,9214.807,,TRUE,micro,extrapolation
SVK,2012,Europe & Central Asia,ECA,Slovak Republic,SVK,2012,national,,,,income,,,2.15,0.004,0.0016,0.0011,0.0036,22.5561,21.0714,,,,,,,,,,,,,,,0.5793,5407579,15126.0353,8550.4298,FALSE,micro,survey
SVN,2012,Europe & Central Asia,ECA,Slovenia,SVN,2012,national,,,,income,,,2.15,3e-04,0,6.9384e-06,0,37.1066,33.6832,,,,,,,,,,,,,,,0.6389,2057159,20157.0053,11363.1054,FALSE,micro,survey
SWE,2012,Other High Income Countries,OHI,Sweden,SWE,2012,national,,,,income,,,2.15,0.0046,0.0036,0.0032,0.0043,50.7347,44.9103,,,,,,,,,,,,,,,9.2232,9519374,48885.5484,22447.741,FALSE,micro,survey
SWZ,2012,Sub-Saharan Africa,SSA,Eswatini,SWZ,2012,national,,,,consumption,,,2.15,0.3951,0.1485,0.0753,0.2174,4.8786,2.7377,,,,,,,,,,,,,,,6.1177,1111444,3411.7194,2405.8151,TRUE,micro,interpolation
SXM,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,2012,Sub-Saharan Africa,SSA,Seychelles,SYC,2012,national,,,,income,,,2.15,0.0124,0.0048,0.0029,0.0081,24.2705,16.0357,,,,,,,,,,,,,,,9.0271,88303,14352.5752,4961.5803,TRUE,micro,extrapolation
SYR,2012,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2012,national,,,,consumption,,,2.15,0.0108,0.0016,4e-04,0.0018,9.339,6.9817,,,,,,,,,,,,,,,151.7781,22605577,1150.1893,1878.765,TRUE,micro,extrapolation
TCA,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,2012,Sub-Saharan Africa,SSA,Chad,TCD,2012,national,,,,consumption,,,2.15,0.3283,0.1226,0.0625,0.1804,4.0488,3.0202,,,,,,,,,,,,,,,237.6564,12754906,739.3384,560.9974,TRUE,micro,interpolation
TGO,2012,Sub-Saharan Africa,SSA,Togo,TGO,2012,national,,,,consumption,,,2.15,0.579,0.2587,0.1458,0.402,2.6799,1.8178,,,,,,,,,,,,,,,246.5965,6926635,690.146,564.1295,TRUE,micro,interpolation
THA,2012,East Asia & Pacific,EAP,Thailand,THA,2012,national,,,,consumption,,,2.15,0.0012,2e-04,1e-04,2e-04,15.0649,11.1294,,,,,,,,,,,,,,,13.2873,69157023,5425.6852,2861.0515,FALSE,micro,survey
TJK,2012,Europe & Central Asia,ECA,Tajikistan,TJK,2012,national,,,,consumption,,,2.15,0.047,0.009,0.0029,0.0112,6.8465,5.6859,,,,,,,,,,,,,,,2.5948,7956382,855.6801,820.6195,TRUE,micro,interpolation
TKM,2012,Europe & Central Asia,ECA,Turkmenistan,TKM,2012,national,,,,consumption,,,2.15,0.0435,0.01,0.0034,0.0125,8.901,6.4034,,,,,,,,,,,,,,,1.663,5458682,5066.2317,,TRUE,micro,extrapolation
TLS,2012,East Asia & Pacific,EAP,Timor-Leste,TLS,2012,national,,,,consumption,,,2.15,0.3741,0.0893,0.0304,0.1109,2.922,2.4794,,,,,,,,,,,,,,,0.5748,1137676,1266.1449,732.7275,TRUE,micro,interpolation
TON,2012,East Asia & Pacific,EAP,Tonga,TON,2012,national,,,,consumption,,,2.15,0.0167,0.0037,0.0012,0.0045,9.6422,7.6974,,,,,,,,,,,,,,,1.7136,107502,3939.94,3646.0608,TRUE,micro,interpolation
TTO,2012,Latin America & Caribbean,LAC,Trinidad and Tobago,TTO,2012,national,,,,income,,,2.15,0.0017,0.001,0.001,0,34.515,26.5477,,,,,,,,,,,,,,,4.6616,1430377,17629.5965,,TRUE,group,extrapolation
TUN,2012,Middle East & North Africa,MNA,Tunisia,TUN,2012,national,,,,consumption,,,2.15,0.0088,0.0015,4e-04,0.0019,12.4453,10.086,,,,,,,,,,,,,,,0.7423,11174383,3842.5556,2625.2572,TRUE,micro,interpolation
TUR,2012,Europe & Central Asia,ECA,Turkiye,TUR,2012,national,,,,consumption,,,2.15,9e-04,0,2.3844e-06,0,18.9879,14.1549,,,,,,,,,,,,,,,1.6467,75277439,9506.9666,5901.1912,FALSE,micro,survey
TUV,2012,East Asia & Pacific,EAP,Tuvalu,TUV,2012,national,,,,consumption,,,2.15,0.0363,0.0046,9e-04,0.0051,8.504,6.3698,,,,,,,,,,,,,,,1.251,10854,2943.613,,TRUE,micro,extrapolation
TZA,2012,Sub-Saharan Africa,SSA,Tanzania,TZA,2012,national,,,,consumption,,,2.15,0.4475,0.1338,0.0547,0.1765,3.1175,2.3132,,,,,,,,,,,,,,,754.6215,47786137,843.9389,557.7605,TRUE,micro,interpolation
UGA,2012,Sub-Saharan Africa,SSA,Uganda,UGA,2012,national,,,,consumption,,,2.15,0.3847,0.1175,0.0513,0.1602,3.6583,2.5932,,,,,,,,,,,,,,,1221.0876,34273295,827.8011,628.3343,TRUE,micro,interpolation
UKR,2012,Europe & Central Asia,ECA,Ukraine,UKR,2012,national,,,,consumption,,,2.15,0.0011,0,1.3152e-06,0,12.7727,11.4376,,,,,,,,,,,,,,,7.0057,45593342,2459.7571,1806.4659,FALSE,micro,survey
URY,2012,Latin America & Caribbean,LAC,Uruguay,URY,2012,national,,,,income,,,2.15,0.0017,4e-04,2e-04,4e-04,26.2109,20.0672,,,,,,,,,,,,,,,24.8543,3371133,15780.2646,,FALSE,micro,survey
USA,2012,Other High Income Countries,OHI,United States,USA,2012,national,,,,income,,,2.15,0.01,0.0085,0.0077,0.0076,69.6623,53.2397,,,,,,,,,,,,,,,1,313877662,54213.4596,36292.9539,FALSE,micro,survey
UZB,2012,Europe & Central Asia,ECA,Uzbekistan,UZB,2012,national,,,,consumption,,,2.15,0.5045,0.1616,0.0727,0.2237,2.7144,2.1369,,,,,,,,,,,,,,,1521.4752,29774500,2354.5936,1421.9562,TRUE,micro,extrapolation
VCT,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2012,Latin America & Caribbean,LAC,"Venezuela, RB",VEN,2012,national,,,,income,,,2.15,0.0607,0.0363,0.0298,0.0205,12.9409,9.3291,,,,,,,,,,,,,,,315.907,29470426,19991.09,,TRUE,micro,extrapolation
VGB,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2012,East Asia & Pacific,EAP,Vietnam,VNM,2012,national,,,,consumption,,,2.15,0.0166,0.0027,8e-04,0.0032,9.8976,7.9646,,,,,,,,,,,,,,,7807.6123,89301326,2229.3201,1306.9124,FALSE,micro,survey
VUT,2012,East Asia & Pacific,EAP,Vanuatu,VUT,2012,national,,,,consumption,,,2.15,0.1414,0.0345,0.0128,0.0441,5.2727,4.1998,,,,,,,,,,,,,,,117.3665,257313,2731.2927,1789.3768,TRUE,micro,interpolation
WSM,2012,East Asia & Pacific,EAP,Samoa,WSM,2012,national,,,,consumption,,,2.15,0.0106,0.0016,4e-04,0.0018,10.4166,7.6297,,,,,,,,,,,,,,,1.8513,198124,3959.089,,TRUE,micro,interpolation
YEM,2012,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2012,national,,,,consumption,,,2.15,0.1853,0.0431,0.0149,0.0541,4.554,3.5141,,,,,,,,,,,,,,,255.6836,26223391,2148.4665,,TRUE,micro,interpolation
ZAF,2012,Sub-Saharan Africa,SSA,South Africa,ZAF,2012,national,,,,consumption,,,2.15,0.1854,0.0587,0.0265,0.0816,12.5868,4.9635,,,,,,,,,,,,,,,6.5494,53145033,6194.9928,3975.963,TRUE,micro,interpolation
ZMB,2012,Sub-Saharan Africa,SSA,Zambia,ZMB,2012,national,,,,consumption,,,2.15,0.6163,0.3057,0.1863,0.5063,2.881,1.6149,,,,,,,,,,,,,,,4.2238,14744658,1273.1613,,TRUE,micro,interpolation
ZWE,2012,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2012,national,,,,consumption,,,2.15,0.1958,0.0462,0.015,0.0565,5.8994,4.0728,,,,,,,,,,,,,,,0.485,13265331,1408.4572,1175.0786,TRUE,mixed,interpolation
ABW,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,2013,Sub-Saharan Africa,SSA,Angola,AGO,2013,national,,,,consumption,,,2.15,0.1869,0.061,0.0289,0.0874,6.6615,4.5081,,,,,,,,,,,,,,,107.27,26147002,3152.5158,1516.6226,TRUE,micro,interpolation
ALB,2013,Europe & Central Asia,ECA,Albania,ALB,2013,national,,,,consumption,,,2.15,0.0093,0.0015,4e-04,0.0017,9.7643,8.2206,,,,,,,,,,,,,,,50.3574,2895092,3780.6992,3050.9022,TRUE,micro,interpolation
AND,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,2013,Other High Income Countries,OHI,United Arab Emirates,ARE,2013,national,,,,income,,,2.15,0,0,0,0,69.1818,62.2046,,,,,,,,,,,,,,,2.8348,8751847,38034.9684,15943.3344,TRUE,group,extrapolation
ARG,2013,Latin America & Caribbean,LAC,Argentina,ARG,2013,urban,,,,income,,,2.15,0.0062,0.0028,0.002,0.002,28.7908,22.2376,,,,,,,,,,,,,,,10.8079,38509756,14071.5087,9368.5478,FALSE,micro,survey
ARM,2013,Europe & Central Asia,ECA,Armenia,ARM,2013,national,,,,consumption,,,2.15,0.0174,0.0034,0.0011,0.0043,7.8109,6.5974,,,,,,,,,,,,,,,167.3122,2901385,3402.0839,3017.2915,FALSE,micro,survey
ASM,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2013,Other High Income Countries,OHI,Australia,AUS,2013,national,,,,income,,,2.15,0.0046,0.0036,0.003,0.0146,64.2561,51.3451,,,,,,,,,,,,,,,1.5293,23128129,56023.1851,31363.6321,TRUE,micro,interpolation
AUT,2013,Other High Income Countries,OHI,Austria,AUT,2013,national,,,,income,,,2.15,0.0034,0.0023,0.0019,0.0042,63.458,54.3591,,,,,,,,,,,,,,,0.8309,8479823,44299.3782,23544.0998,FALSE,micro,survey
AZE,2013,Europe & Central Asia,ECA,Azerbaijan,AZE,2013,national,,,,consumption,,,2.15,0,0,0,0,20.0372,16.6124,,,,,,,,,,,,,,,0.487,9416801,5426.0969,,TRUE,micro,extrapolation
BDI,2013,Sub-Saharan Africa,SSA,Burundi,BDI,2013,national,,,,consumption,,,2.15,0.6669,0.2593,0.1296,0.3737,2.2389,1.6655,,,,,,,,,,,,,,,654.4216,10149577,305.2908,226.9365,TRUE,micro,interpolation
BEL,2013,Other High Income Countries,OHI,Belgium,BEL,2013,national,,,,income,,,2.15,0.0014,0.0013,0.0012,0.0016,54.3907,48.9422,,,,,,,,,,,,,,,0.8453,11159407,39970.3175,20822.9551,FALSE,micro,survey
BEN,2013,Sub-Saharan Africa,SSA,Benin,BEN,2013,national,,,,consumption,,,2.15,0.5259,0.2121,0.1174,0.3407,3.0015,2.0519,,,,,,,,,,,,,,,219.4763,10308730,1020.5282,760.963,TRUE,micro,interpolation
BFA,2013,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2013,national,,,,consumption,,,2.15,0.4128,0.1067,0.0391,0.1358,3.2402,2.405,,,,,,,,,,,,,,,199.7414,17636408,618.8046,456.6926,TRUE,micro,interpolation
BGD,2013,South Asia,SAS,Bangladesh,BGD,2013,national,,,,consumption,,,2.15,0.1565,0.0278,0.0077,0.033,4.2728,3.4068,,,,,,,,,,,,,,,29.5141,154030139,1147.2892,844.9193,TRUE,micro,interpolation
BGR,2013,Europe & Central Asia,ECA,Bulgaria,BGR,2013,national,,,,income,,,2.15,0.0178,0.0076,0.0046,0.0113,18.9267,15.6831,,,,,,,,,,,,,,,0.7354,7265115,6699.5254,4162.1322,FALSE,micro,survey
BHR,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,2013,Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2013,national,,,,consumption,,,2.15,6e-04,2e-04,1e-04,3e-04,21.788,18.1025,,,,,,,,,,,,,,,0.7819,3617559,4297.4944,3469.0831,TRUE,micro,extrapolation
BLR,2013,Europe & Central Asia,ECA,Belarus,BLR,2013,national,,,,consumption,,,2.15,0,0,0,0,18.1657,16.0628,,,,,,,,,,,,,,,6165.2094,9443211,6110.9384,3103.3897,FALSE,micro,survey
BLZ,2013,Latin America & Caribbean,LAC,Belize,BLZ,2013,national,,,,income,,,2.15,0.1856,0.083,0.0511,0.1311,7.8503,4.661,,,,,,,,,,,,,,,1.309,344688,5960.3604,3428.7227,TRUE,micro,extrapolation
BMU,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2013,Latin America & Caribbean,LAC,Bolivia,BOL,2013,national,,,,income,,,2.15,0.0517,0.0228,0.0134,0.0366,20.4476,14.2867,,,,,,,,,,,,,,,2.6119,10743349,2777.7205,1895.051,FALSE,micro,survey
BRA,2013,Latin America & Caribbean,LAC,Brazil,BRA,2013,national,,,,income,,,2.15,0.0373,0.0129,0.0068,0.0157,20.5442,12.3889,,,,,,,,,,,,,,,2.3274,201721767,9216.1312,5774.3508,FALSE,micro,survey
BRB,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,2013,South Asia,SAS,Bhutan,BTN,2013,national,,,,consumption,,,2.15,0.0114,0.0018,5e-04,0.0021,10.7344,8.0456,,,,,,,,,,,,,,,20.4738,728889,2436.8598,1499.9954,TRUE,micro,interpolation
BWA,2013,Sub-Saharan Africa,SSA,Botswana,BWA,2013,national,,,,consumption,,,2.15,0.1456,0.0403,0.017,0.0547,10.5903,5.3597,,,,,,,,,,,,,,,5.0087,2217278,6067.8511,2655.3286,TRUE,micro,interpolation
CAF,2013,Sub-Saharan Africa,SSA,Central African Republic,CAF,2013,national,,,,consumption,,,2.15,0.7228,0.373,0.234,0.6359,2.1621,1.3082,,,,,,,,,,,,,,,306.8083,4802428,338.1657,278.7963,TRUE,micro,interpolation
CAN,2013,Other High Income Countries,OHI,Canada,CAN,2013,national,,,,income,,,2.15,0.005,0.0015,7e-04,0.0021,62.9701,53.3025,,,,,,,,,,,,,,,1.2867,35082954,42846.2842,24436.036,FALSE,micro,survey
CHE,2013,Other High Income Countries,OHI,Switzerland,CHE,2013,national,,,,income,,,2.15,4e-04,2e-04,1e-04,3e-04,76.7876,63.7046,,,,,,,,,,,,,,,1.3586,8089346,82479.9215,43840.4863,FALSE,micro,survey
CHI,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2013,Latin America & Caribbean,LAC,Chile,CHL,2013,national,,,,income,,,2.15,0.0053,0.002,0.0013,0.0021,21.5196,14.0957,,,,,,,,,,,,,,,478.9957,17509925,13318.5952,8162.1452,FALSE,micro,survey
CHN-R,2013,East Asia & Pacific,EAP,China,CHN,2013,rural,,,,consumption,,,2.15,0.0532,0.0094,0.0029,0.0116,6.4131,5.2006,,,,,,,,,,,,,,,3.495,640545579,7056.4235,2582.1603,FALSE,aggregate,survey
CHN-U,2013,East Asia & Pacific,EAP,China,CHN,2013,urban,,,,consumption,,,2.15,0.0072,0.0019,0.001,0.002,12.621,10.0104,,,,,,,,,,,,,,,4.3185,722694421,7056.4235,2582.1603,FALSE,aggregate,survey
CIV,2013,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2013,national,,,,consumption,,,2.15,0.3646,0.128,0.0631,0.1868,3.7974,2.7426,,,,,,,,,,,,,,,247.1344,22469268,1739.1552,1071.4997,TRUE,micro,interpolation
CMR,2013,Sub-Saharan Africa,SSA,Cameroon,CMR,2013,national,,,,consumption,,,2.15,0.2838,0.095,0.0434,0.1316,5.2215,3.5412,,,,,,,,,,,,,,,236.9115,21632850,1332.86,966.9407,TRUE,micro,interpolation
COD,2013,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2013,national,,,,consumption,,,2.15,0.6858,0.3165,0.182,0.5,2.0824,1.5004,,,,,,,,,,,,,,,630.6055,73460021,441.013,342.6271,TRUE,micro,extrapolation
COG,2013,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2013,national,,,,consumption,,,2.15,0.3569,0.1398,0.0722,0.2067,4.5477,2.952,,,,,,,,,,,,,,,285.9693,4828066,2392.6887,815.3665,TRUE,micro,extrapolation
COL,2013,Latin America & Caribbean,LAC,Colombia,COL,2013,national,,,,income,,,2.15,0.0611,0.0232,0.0135,0.0328,15.2061,9.0957,,,,,,,,,,,,,,,1419.3743,46237930,5899.7679,4044.1869,FALSE,micro,survey
COM,2013,Sub-Saharan Africa,SSA,Comoros,COM,2013,national,,,,consumption,,,2.15,0.1799,0.0631,0.03,0.0895,6.7458,4.4672,,,,,,,,,,,,,,,213.5182,699393,1337.3977,1261.1108,TRUE,micro,interpolation
CPV,2013,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2013,national,,,,consumption,,,2.15,0.0578,0.0127,0.0045,0.0161,9.3095,6.451,,,,,,,,,,,,,,,47.6121,539940,3188.5697,1936.3929,TRUE,micro,interpolation
CRI,2013,Latin America & Caribbean,LAC,Costa Rica,CRI,2013,national,,,,income,,,2.15,0.0164,0.0058,0.0033,0.0083,25.4574,15.7474,,,,,,,,,,,,,,,372.6693,4791535,10975.6964,6972.7364,FALSE,micro,survey
CUB,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2013,Other High Income Countries,OHI,Cyprus,CYP,2013,national,,,,income,,,2.15,0.001,3e-04,3e-04,1e-04,47.4817,35.8682,,,,,,,,,,,,,,,0.6682,1166968,22738.4805,15081.8291,FALSE,micro,survey
CZE,2013,Europe & Central Asia,ECA,Czech Republic,CZE,2013,national,,,,income,,,2.15,5e-04,2e-04,1e-04,3e-04,31.4463,27.9421,,,,,,,,,,,,,,,13.6514,10514272,16593.8642,8007.0771,FALSE,micro,survey
DEU,2013,Other High Income Countries,OHI,Germany,DEU,2013,national,,,,income,,,2.15,0,0,0,0,59.0147,49.5763,,,,,,,,,,,,,,,0.7872,80645605,40135.0158,21409.5008,FALSE,micro,survey
DJI,2013,Middle East & North Africa,MNA,Djibouti,DJI,2013,national,,,,consumption,,,2.15,0.2493,0.0841,0.0428,0.1292,5.1885,3.7489,,,,,,,,,,,,,,,104.7365,971753,2167.2025,1271.4827,FALSE,micro,survey
DMA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,2013,Other High Income Countries,OHI,Denmark,DNK,2013,national,,,,income,,,2.15,0.0031,0.0027,0.0026,0.0148,58.6878,50.6171,,,,,,,,,,,,,,,7.891,5614932,51831.7979,24604.957,FALSE,micro,survey
DOM,2013,Latin America & Caribbean,LAC,Dominican Republic,DOM,2013,national,,,,income,,,2.15,0.0297,0.0075,0.0029,0.0099,12.8184,8.2622,,,,,,,,,,,,,,,24.3906,10157051,6120.9912,4433.0337,FALSE,micro,survey
DZA,2013,Middle East & North Africa,MNA,Algeria,DZA,2013,national,,,,consumption,,,2.15,0.0039,0.0014,0.0011,0.0012,9.7318,8.4824,,,,,,,,,,,,,,,38.2097,38000626,4057.7648,1651.36,TRUE,group,extrapolation
ECU,2013,Latin America & Caribbean,LAC,Ecuador,ECU,2013,national,,,,income,,,2.15,0.0324,0.0103,0.0052,0.0131,15.2988,10.2397,,,,,,,,,,,,,,,0.5745,15722989,6078.4396,3779.4064,FALSE,micro,survey
EGY,2013,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2013,national,,,,consumption,,,2.15,0.0093,0.0011,2e-04,0.0013,6.7976,5.6303,,,,,,,,,,,,,,,4.8435,93377890,3292.4726,2728.5909,TRUE,micro,interpolation
ERI,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2013,Other High Income Countries,OHI,Spain,ESP,2013,national,,,,income,,,2.15,0.0114,0.0074,0.0061,0.0075,41.166,34.9307,,,,,,,,,,,,,,,0.7029,46620045,24368.9682,14327.0533,FALSE,micro,survey
EST,2013,Europe & Central Asia,ECA,Estonia,EST,2013,national,,,,income,,,2.15,0.0086,0.0063,0.0053,0.0057,28.2896,22.3267,,,,,,,,,,,,,,,0.5964,1317997,16553.3833,8213.1491,FALSE,micro,survey
ETH,2013,Sub-Saharan Africa,SSA,Ethiopia,ETH,2013,national,,,,consumption,,,2.15,0.2883,0.0793,0.0326,0.1053,3.5447,2.8974,,,,,,,,,,,,,,,8.4964,97084366,565.8309,411.8987,TRUE,micro,interpolation
FIN,2013,Other High Income Countries,OHI,Finland,FIN,2013,national,,,,income,,,2.15,9e-04,7e-04,6e-04,8e-04,54.9317,47.8965,,,,,,,,,,,,,,,0.9333,5438972,43044.9971,22977.7855,FALSE,micro,survey
FJI,2013,East Asia & Pacific,EAP,Fiji,FJI,2013,national,,,,consumption,,,2.15,0.0039,6e-04,2e-04,7e-04,10.6608,8.0177,,,,,,,,,,,,,,,0.9859,913453,4645.0469,,TRUE,micro,interpolation
FRA,2013,Other High Income Countries,OHI,France,FRA,2013,national,,,,income,,,2.15,6e-04,5e-04,4e-04,7e-04,57.3394,47.4044,,,,,,,,,,,,,,,0.8354,66002289,36203.1909,19522.259,FALSE,micro,survey
FRO,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,2013,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2013,national,,,,consumption,,,2.15,0.1603,0.0592,0.0316,0.0925,5.5571,4.2265,,,,,,,,,,,,,,,0.9772,108609,2831.9503,,FALSE,micro,survey
GAB,2013,Sub-Saharan Africa,SSA,Gabon,GAB,2013,national,,,,consumption,,,2.15,0.0365,0.0082,0.0032,0.0108,11.176,8.5535,,,,,,,,,,,,,,,319.1603,1902226,6977.7703,2604.0882,TRUE,micro,interpolation
GBR,2013,Other High Income Countries,OHI,United Kingdom,GBR,2013,national,,,,income,,,2.15,0.0024,0.0015,0.001,0.0024,51.0363,42.4906,,,,,,,,,,,,,,,0.7797,64128273,43310.0206,27770.4675,FALSE,micro,survey
GEO,2013,Europe & Central Asia,ECA,Georgia,GEO,2013,national,,,,consumption,,,2.15,0.0808,0.0209,0.0083,0.0277,7.4255,5.7315,,,,,,,,,,,,,,,0.9247,3717668,3738.6364,2802.8502,FALSE,micro,survey
GHA,2013,Sub-Saharan Africa,SSA,Ghana,GHA,2013,national,,,,consumption,,,2.15,0.2549,0.0827,0.0384,0.1167,4.8772,3.5536,,,,,,,,,,,,,,,1.751,27525597,1708.8282,1357.1796,TRUE,micro,interpolation
GIB,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2013,Sub-Saharan Africa,SSA,Guinea,GIN,2013,national,,,,consumption,,,2.15,0.2346,0.0621,0.0245,0.0816,3.8891,3.194,,,,,,,,,,,,,,,3446.9322,11055430,738.8406,650.0214,TRUE,micro,interpolation
GMB,2013,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2013,national,,,,consumption,,,2.15,0.2175,0.0639,0.0273,0.0867,4.7374,3.5442,,,,,,,,,,,,,,,15.1142,2124869,632.1972,522.5111,TRUE,micro,interpolation
