cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
KEN,2019,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.185,0.325,0.0903,0.036,0.1187,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
SLE,2019,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,2.231,0.2665,0.0622,0.0208,0.0771,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
AFG,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2019,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.444,0.1876,0.045,0.016,0.057,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
BTN,2019,South Asia,SAS,Bhutan,BTN,2019,national,,,,consumption,,,2.41,0.0075,0.0012,3e-04,0.0014,13.5325,11.1228,,,,,,,,,,,,,,,20.4738,767459,3219.6414,1829.0473,TRUE,micro,interpolation
SDN,2019,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.64,0.3738,0.1029,0.041,0.1355,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
BWA,2019,Sub-Saharan Africa,SSA,Botswana,BWA,2019,national,,,,consumption,,,2.235,0.1464,0.0392,0.0156,0.0516,9.3453,5.1275,,,,,,,,,,,,,,,5.0087,2499702,6485.4604,2815.3277,TRUE,micro,extrapolation
TUN,2019,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.396,0.002,3e-04,1e-04,3e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
CAF,2019,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.439,0.7067,0.3432,0.2043,0.557,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
PHL,2019,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.471,0.0791,0.0147,0.0043,0.0177,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
KGZ,2019,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,2.381,0.0136,0.0024,0.0011,0.0038,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey
NIC,2019,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,2.432,0.0553,0.0133,0.0049,0.0171,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
MMR,2019,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.476,0.0242,0.0039,0.001,0.0046,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
DZA,2019,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.415,0.0046,0.0015,0.0011,0.0014,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
ETH,2019,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.582,0.278,0.0781,0.0325,0.1039,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
LKA,2019,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.439,0.0187,0.0027,6e-04,0.0031,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
COM,2019,Sub-Saharan Africa,SSA,Comoros,COM,2019,national,,,,consumption,,,2.636,0.2512,0.0907,0.0454,0.1323,6.6409,4.5375,,,,,,,,,,,,,,,213.5182,790986,1381.6222,1302.6061,TRUE,micro,extrapolation
TJK,2019,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,2.667,0.0705,0.0169,0.0062,0.0219,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
ZAF,2019,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.586,0.2665,0.0973,0.0485,0.1414,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
TON,2019,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,2.683,0.0338,0.0071,0.0023,0.0087,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
COL,2019,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,2.645,0.0789,0.029,0.0165,0.0392,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
SWZ,2019,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.55,0.4138,0.1583,0.08,0.2305,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
MNG,2019,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.788,0.0205,0.0033,9e-04,0.0039,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
LCA,2019,Latin America & Caribbean,LAC,St. Lucia,LCA,2019,national,,,,income,,,2.845,0.0775,0.0359,0.0243,0.0491,20.9339,13.6152,,,,,,,,,,,,,,,2.0792,178583,11060.6889,,TRUE,micro,extrapolation
KIR,2019,East Asia & Pacific,EAP,Kiribati,KIR,2019,national,,,,consumption,,,2.765,0.0668,0.0115,0.0032,0.0137,6.2648,5.3335,,,,,,,,,,,,,,,0.981,124241,1405.4692,1327.3395,TRUE,micro,interpolation
YEM,2019,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.579,0.6922,0.2769,0.1397,0.4001,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
CHL,2019,Latin America & Caribbean,LAC,Chile,CHL,2019,national,,,,income,,,2.85,0.0085,0.0043,0.0032,0.0045,27.0133,18.1061,,,,,,,,,,,,,,,478.9957,19039485,13761.3745,8799.0632,TRUE,micro,interpolation
MRT,2019,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.932,0.1253,0.0305,0.0117,0.0396,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
WSM,2019,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,2.94,0.0426,0.0063,0.0016,0.0074,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
DJI,2019,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,2.969,0.3082,0.1086,0.0553,0.1623,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation
KHM,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,2019,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,3.388,0.0458,0.0104,0.0037,0.0133,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
SLV,2019,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,3.025,0.0388,0.0093,0.0034,0.0118,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
ALB,2019,Europe & Central Asia,ECA,Albania,ALB,2019,national,,,,consumption,,,3.09,0.005,5e-04,1e-04,5e-04,13.7498,11.6073,,,,,,,,,,,,,,,50.3574,2854191,4543.3877,3591.2926,FALSE,micro,survey
GUY,2019,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,3.091,0.0944,0.05,0.0366,0.126,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
DOM,2019,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,3.168,0.0242,0.0063,0.0028,0.0073,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
PRY,2019,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,3.08,0.0317,0.0075,0.0026,0.0095,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
SOM,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2019,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,3.028,0.0661,0.0193,0.0083,0.0264,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
ECU,2019,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.106,0.0715,0.0236,0.0114,0.0332,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
GEO,2019,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,3.291,0.1466,0.0393,0.016,0.0523,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
GNQ,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,2019,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,3.347,0.0091,0.0012,3e-04,0.0014,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
MKD,2019,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,3.352,0.062,0.0233,0.0124,0.0358,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey
SUR,2019,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,3.481,0.1936,0.145,0.1295,0.0731,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
PSE,2019,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2019,national,,,,consumption,,,3.438,0.0258,0.0057,0.0019,0.0069,13.7295,11.3416,,,,,,,,,,,,,,,2.0663,4685306,3378.4346,3015.0645,TRUE,micro,extrapolation
MYS,2019,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,3.505,0.001,2e-04,1e-04,2e-04,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation
KSV,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2019,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,3.874,0.233,0.0781,0.0371,0.1111,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
BRA,2019,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.553,0.1042,0.0437,0.0253,0.0646,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
DMA,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2019,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.45,0.6287,0.2256,0.108,0.3205,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
CRI,2019,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,3.612,0.0343,0.0108,0.0056,0.0143,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
GAB,2019,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,3.677,0.0841,0.0254,0.011,0.0348,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
KAZ,2019,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,3.816,0.0047,7e-04,2e-04,8e-04,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
AGO,2019,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.62,0.543,0.2528,0.1506,0.4149,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
LBR,2019,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,3.895,0.6717,0.273,0.1409,0.3996,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
VCT,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2019,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,3.886,0.1049,0.0323,0.015,0.0448,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
HND,2019,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.448,0.3368,0.1426,0.0804,0.2218,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
THA,2019,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,4.651,0.0221,0.0036,0.0011,0.0044,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
BOL,2019,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,4.839,0.086,0.0314,0.0162,0.0461,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
JAM,2019,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.158,0.1654,0.0439,0.0175,0.0579,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
FJI,2019,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,5.146,0.2765,0.0721,0.0268,0.0921,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
EGY,2019,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,3.047,0.0988,0.0177,0.0051,0.0214,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
SRB,2019,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,5.128,0.0433,0.0084,0.0026,0.0102,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
TUR,2019,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,5.551,0.0763,0.0196,0.0074,0.0252,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
AZE,2019,Europe & Central Asia,ECA,Azerbaijan,AZE,2019,national,,,,consumption,,,5.296,0,0,0,0,19.7505,16.3746,,,,,,,,,,,,,,,0.487,10024283,5348.4541,,TRUE,micro,extrapolation
MNE,2019,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,5.655,0.1287,0.0472,0.026,0.0755,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation
BLR,2019,Europe & Central Asia,ECA,Belarus,BLR,2019,national,,,,consumption,,,5.661,0.0055,7e-04,1e-04,8e-04,19.1325,17.1343,,,,,,,,,,,,,,,6165.2094,9419758,6267.7658,3425.8628,FALSE,micro,survey
RUS,2019,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,6.128,0.027,0.005,0.0016,0.0062,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
ARG,2019,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,6.726,0.1086,0.0354,0.0171,0.0486,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
JOR,2019,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,6.64,0.1644,0.0334,0.0106,0.0411,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
MDA,2019,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,9.978,0.4477,0.1088,0.0383,0.1366,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
MWI,2020,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.844,0.1379,0.0308,0.0102,0.0381,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
LSO,2020,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,1.047,0.0917,0.0272,0.0114,0.0365,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
BEN,2020,Sub-Saharan Africa,SSA,Benin,BEN,2019,national,,,,consumption,,,1.026,0.0118,0.0016,4e-04,0.0019,4.7459,3.5472,,,,,,,,,,,,,,,219.4763,12290444,1153.7262,787.1982,TRUE,micro,extrapolation
SYR,2020,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,1.043,0.2343,0.0559,0.0194,0.07,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
RWA,2020,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.006,0.0775,0.0161,0.0054,0.0201,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
BFA,2020,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.164,0.0471,0.0078,0.0021,0.0092,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
GHA,2020,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.233,0.083,0.0282,0.014,0.0419,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
SLB,2020,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.206,0.0521,0.0109,0.0035,0.0135,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
ZMB,2020,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.323,0.4259,0.189,0.1073,0.2996,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
NER,2020,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.199,0.1221,0.024,0.0073,0.0291,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
CHN-R,2020,East Asia & Pacific,EAP,China,CHN,2019,rural,,,,consumption,,,1.32,4e-04,1e-04,1e-04,1e-04,9.9159,8.0993,,,,,,,,,,,,,,,3.495,558762145,10155.5114,4083.1129,FALSE,aggregate,survey
BLZ,2020,Latin America & Caribbean,LAC,Belize,BLZ,2019,national,,,,income,,,1.355,0.0982,0.0448,0.0286,0.0652,8.0582,4.7844,,,,,,,,,,,,,,,1.309,389095,5907.3489,3519.5142,TRUE,micro,extrapolation
PNG,2020,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.368,0.1528,0.047,0.0201,0.0632,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
COD,2020,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,1.405,0.3979,0.1419,0.0696,0.2043,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
CIV,2020,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.424,0.0217,0.0038,0.0012,0.0047,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
MAR,2020,Middle East & North Africa,MNA,Morocco,MAR,2019,national,,,,consumption,,,1.414,0.0013,2e-04,1e-04,3e-04,11.3877,8.3125,,,,,,,,,,,,,,,4.2908,36304408,3355.613,1955.6167,TRUE,micro,extrapolation
TZA,2020,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.443,0.1807,0.0391,0.0128,0.0482,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
MDG,2020,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.515,0.6411,0.2682,0.1443,0.407,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
FSM,2020,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2019,national,,,,consumption,,,1.488,0.0792,0.0285,0.0156,0.0445,5.8221,4.428,,,,,,,,,,,,,,,0.9772,111379,2967.0022,,TRUE,micro,extrapolation
IND-R,2020,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.399,0.0168,0.0024,6e-04,0.0028,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
MLI,2020,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.475,0.0314,0.0054,0.0014,0.0063,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
IND-U,2020,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.404,0.0202,0.0035,0.001,0.0042,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NGA,2020,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.593,0.1613,0.0387,0.0138,0.049,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
NAM,2020,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.544,0.1042,0.0324,0.0142,0.0441,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
CHN-U,2020,East Asia & Pacific,EAP,China,CHN,2019,urban,,,,consumption,,,1.606,2e-04,1e-04,0,1e-04,16.9772,13.3395,,,,,,,,,,,,,,,4.3185,848982855,10155.5114,4083.1129,FALSE,aggregate,survey
UGA,2020,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.495,0.2087,0.0549,0.0213,0.0719,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
SEN,2020,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.617,0.0265,0.0047,0.0015,0.0057,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
TCD,2020,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.469,0.1167,0.0247,0.0082,0.0307,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
CPV,2020,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2019,national,,,,consumption,,,1.646,0.0104,0.0018,5e-04,0.0021,11.0674,7.8351,,,,,,,,,,,,,,,47.6121,577030,3690.6565,2430.3797,TRUE,micro,extrapolation
IDN-U,2020,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.656,0.0042,4e-04,1e-04,4e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
STP,2020,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,1.736,0.0763,0.0188,0.0071,0.0243,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
VUT,2020,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,1.798,0.0567,0.0122,0.0039,0.0149,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
COG,2020,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.751,0.4076,0.1666,0.0893,0.2515,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
NPL,2020,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.816,0.016,0.0025,7e-04,0.0029,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
MOZ,2020,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,1.81,0.6345,0.2868,0.1648,0.4622,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
HTI,2020,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,2.002,0.2259,0.0699,0.0313,0.0969,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
BDI,2020,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.716,0.5912,0.214,0.1026,0.3025,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
LBN,2020,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,1.942,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
SSD,2020,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.249,0.7362,0.3787,0.2357,0.6438,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
