cc,effective_year,type,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
UZB,2020,fpl_2019eq_gr_2020,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.452,0.6293,0.2258,0.1081,0.3209,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
SLE,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,2.165,0.2498,0.0563,0.0185,0.0693,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
TUR,2020,fpl_2019eq_gr_2020,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,5.417,0.0716,0.0182,0.0068,0.0234,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
IND-U,2020,fpl_2019eq_gr_2020,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.502,0.0269,0.0048,0.0014,0.0058,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NGA,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.643,0.1754,0.0426,0.0154,0.0542,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
ETH,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.448,0.2423,0.0682,0.028,0.0901,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
IND-R,2020,fpl_2019eq_gr_2020,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.496,0.0243,0.0035,9e-04,0.0041,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
SDN,2020,fpl_2019eq_gr_2020,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.809,0.4166,0.1206,0.0493,0.1601,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
BGD,2020,fpl_2019eq_gr_2020,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,2.172,0.1179,0.021,0.0059,0.0251,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
SYR,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,2.484,0.7543,0.3409,0.1858,0.5116,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
COD,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,1.604,0.4721,0.1784,0.0907,0.262,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
MOZ,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,1.836,0.6414,0.2918,0.1683,0.4713,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
AGO,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.703,0.5525,0.2594,0.1553,0.4274,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
ZWE,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.88,0.5372,0.2203,0.1138,0.322,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
BRA,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.654,0.1077,0.0455,0.0263,0.0675,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
MEX,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,4.08,0.1165,0.036,0.0168,0.0501,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
TZA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.483,0.194,0.0431,0.0143,0.0534,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
KEN,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.174,0.3225,0.0891,0.0355,0.117,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
EGY,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,2.764,0.066,0.0111,0.0031,0.0135,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
ZAF,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.66,0.2771,0.1022,0.0513,0.149,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
YEM,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.925,0.7557,0.3301,0.1763,0.4915,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
UGA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.481,0.2045,0.0534,0.0207,0.07,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
BDI,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.754,0.6056,0.2223,0.1075,0.3156,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
MDG,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.513,0.6402,0.2677,0.1439,0.4061,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MWI,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.832,0.1324,0.0293,0.0097,0.0362,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
IRN,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,3.294,0.0417,0.0095,0.0034,0.0121,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
LKA,2021,fpl_2019eq_gr_2021,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.563,0.0243,0.0036,8e-04,0.0041,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
NER,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.204,0.1254,0.0244,0.0074,0.0296,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
TCD,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.53,0.1333,0.0286,0.0097,0.0357,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
ZMB,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.303,0.4195,0.1854,0.1048,0.2931,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
MMR,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.888,0.0521,0.0086,0.0024,0.0102,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
COL,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,2.492,0.0701,0.0262,0.0151,0.0349,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
SSD,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.204,0.7288,0.3714,0.23,0.629,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
ARG,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,6.591,0.1047,0.034,0.0164,0.0465,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
HTI,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,1.929,0.2093,0.0643,0.0285,0.0888,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
TGO,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.228,0.2895,0.0897,0.0382,0.1207,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
PNG,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.751,0.2252,0.0772,0.0366,0.1086,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
GHA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.301,0.0904,0.0313,0.0156,0.0465,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIN,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.376,0.1753,0.0411,0.0144,0.0519,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
BFA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.133,0.0415,0.0068,0.0018,0.008,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
PER,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,3.069,0.0682,0.0199,0.0086,0.0273,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
RWA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.024,0.0823,0.0172,0.0058,0.0215,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
CAF,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.655,0.7426,0.3743,0.2285,0.6185,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
MLI,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.497,0.0348,0.0058,0.0015,0.0068,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
GTM,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,3.741,0.2205,0.0728,0.0343,0.1032,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
COG,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.815,0.4203,0.1753,0.095,0.2664,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
PHL,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.658,0.1021,0.02,0.0061,0.0242,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
LBR,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,3.995,0.691,0.2832,0.1476,0.4169,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
IDN-R,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.056,0.0463,0.0059,0.0013,0.0067,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
LBN,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.144,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
IDN-U,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.701,0.0059,5e-04,1e-04,6e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
MRT,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.924,0.124,0.0303,0.0116,0.0393,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
CIV,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.388,0.019,0.0034,0.0011,0.0042,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
HND,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.254,0.3209,0.1341,0.075,0.2071,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
JAM,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.797,0.2077,0.0598,0.0247,0.0797,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
SEN,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.619,0.0265,0.0047,0.0015,0.0058,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
BOL,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,5.114,0.0944,0.0346,0.0179,0.0511,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
GMB,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.158,0.1515,0.0386,0.0148,0.0499,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
ECU,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.15,0.0737,0.0243,0.0117,0.0343,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
FJI,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,6.369,0.4405,0.128,0.0523,0.1689,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
GAB,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,3.974,0.1038,0.0305,0.0135,0.042,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
LAO,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.2,0.0715,0.0119,0.0033,0.0142,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
TLS,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,2.312,0.2784,0.0585,0.0186,0.0715,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
KAZ,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,3.87,0.0052,7e-04,2e-04,8e-04,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
PRY,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,3.091,0.0327,0.0076,0.0027,0.0096,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
DZA,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.478,0.0049,0.0016,0.0011,0.0014,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
MNG,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,3.005,0.0277,0.0048,0.0013,0.0056,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
SLB,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.475,0.0925,0.0221,0.0078,0.0279,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
IRQ,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,3.255,0.0079,0.001,2e-04,0.0011,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
CRI,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,3.935,0.04,0.0129,0.0066,0.0174,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
SUR,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,4.209,0.2231,0.1555,0.136,0.0917,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
LSO,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,1.008,0.0833,0.0249,0.0103,0.0332,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
RUS,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,5.887,0.0227,0.0042,0.0013,0.0052,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
DOM,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,3.143,0.0239,0.0062,0.0028,0.0071,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
NAM,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.569,0.1057,0.0335,0.0148,0.0458,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
BWA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Botswana,BWA,2019,national,,,,consumption,,,2.211,0.1405,0.038,0.0151,0.05,9.3453,5.1275,,,,,,,,,,,,,,,5.0087,2499702,6485.4604,2815.3277,TRUE,micro,extrapolation
VUT,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,1.978,0.0747,0.017,0.0057,0.0211,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
COM,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Comoros,COM,2019,national,,,,consumption,,,2.612,0.2495,0.0892,0.0446,0.13,6.6409,4.5375,,,,,,,,,,,,,,,213.5182,790986,1381.6222,1302.6061,TRUE,micro,extrapolation
CHN-U,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,China,CHN,2019,urban,,,,consumption,,,1.47,2e-04,1e-04,0,0,16.9772,13.3395,,,,,,,,,,,,,,,4.3185,848982855,10155.5114,4083.1129,FALSE,aggregate,survey
MAR,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Morocco,MAR,2019,national,,,,consumption,,,1.416,0.0013,2e-04,1e-04,3e-04,11.3877,8.3125,,,,,,,,,,,,,,,4.2908,36304408,3355.613,1955.6167,TRUE,micro,extrapolation
CHL,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Chile,CHL,2019,national,,,,income,,,2.608,0.0073,0.0039,0.003,0.0039,27.0133,18.1061,,,,,,,,,,,,,,,478.9957,19039485,13761.3745,8799.0632,TRUE,micro,interpolation
BLZ,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Belize,BLZ,2019,national,,,,income,,,1.404,0.1011,0.0467,0.0298,0.0686,8.0582,4.7844,,,,,,,,,,,,,,,1.309,389095,5907.3489,3519.5142,TRUE,micro,extrapolation
STP,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,1.748,0.0783,0.0192,0.0072,0.0248,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
KGZ,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,2.225,0.0082,0.0018,9e-04,0.003,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey
ARM,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Armenia,ARM,2019,national,,,,consumption,,,2.33,0.0128,0.0021,5e-04,0.0024,7.9063,6.714,,,,,,,,,,,,,,,167.3122,2820602,4561.9678,3804.3075,FALSE,micro,survey
TUN,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.499,0.0026,3e-04,1e-04,4e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
PSE,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2019,national,,,,consumption,,,3.864,0.0391,0.0086,0.003,0.0107,13.7295,11.3416,,,,,,,,,,,,,,,2.0663,4685306,3378.4346,3015.0645,TRUE,micro,extrapolation
BEN,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Benin,BEN,2019,national,,,,consumption,,,1.003,0.0109,0.0014,3e-04,0.0016,4.7459,3.5472,,,,,,,,,,,,,,,219.4763,12290444,1153.7262,787.1982,TRUE,micro,extrapolation
CPV,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2019,national,,,,consumption,,,2.046,0.0224,0.0045,0.0014,0.0055,11.0674,7.8351,,,,,,,,,,,,,,,47.6121,577030,3690.6565,2430.3797,TRUE,micro,extrapolation
ALB,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Albania,ALB,2019,national,,,,consumption,,,3.01,0.004,4e-04,0,4e-04,13.7498,11.6073,,,,,,,,,,,,,,,50.3574,2854191,4543.3877,3591.2926,FALSE,micro,survey
FSM,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2019,national,,,,consumption,,,1.532,0.0826,0.03,0.0164,0.0469,5.8221,4.428,,,,,,,,,,,,,,,0.9772,111379,2967.0022,,TRUE,micro,extrapolation
AZE,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Azerbaijan,AZE,2019,national,,,,consumption,,,5.304,0,0,0,0,19.7505,16.3746,,,,,,,,,,,,,,,0.487,10024283,5348.4541,,TRUE,micro,extrapolation
BTN,2021,fpl_2019eq_gr_2021,South Asia,SAS,Bhutan,BTN,2019,national,,,,consumption,,,2.497,0.009,0.0014,4e-04,0.0017,13.5325,11.1228,,,,,,,,,,,,,,,20.4738,767459,3219.6414,1829.0473,TRUE,micro,interpolation
KIR,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Kiribati,KIR,2019,national,,,,consumption,,,2.655,0.0558,0.0093,0.0026,0.0111,6.2648,5.3335,,,,,,,,,,,,,,,0.981,124241,1405.4692,1327.3395,TRUE,micro,interpolation
MNE,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,5.674,0.1293,0.0475,0.0261,0.076,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation
LCA,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,St. Lucia,LCA,2019,national,,,,income,,,3.275,0.0937,0.0426,0.028,0.0604,20.9339,13.6152,,,,,,,,,,,,,,,2.0792,178583,11060.6889,,TRUE,micro,extrapolation
UKR,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Ukraine,UKR,2019,national,,,,consumption,,,1.851,0,0,0,0,14.9213,13.1278,,,,,,,,,,,,,,,7.0057,44386203,2425.635,1997.7584,FALSE,micro,survey
WSM,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,2.669,0.0248,0.0037,9e-04,0.0043,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
